course,player,SG Category,SG Value
"PGA National - Palm Beach Gardens, FL",Charles Howell III,APP,0.85
"PGA National - Palm Beach Gardens, FL",Carl Pettersson,APP,-0.5
"PGA National - Palm Beach Gardens, FL",Cameron Tringale,APP,0.22
"PGA National - Palm Beach Gardens, FL",Camilo Villegas,APP,-0.19
"PGA National - Palm Beach Gardens, FL",Daniel Berger,APP,2.19
"PGA National - Palm Beach Gardens, FL",Derek Ernst,APP,-0.88
"PGA National - Palm Beach Gardens, FL",Derek Fathauer,APP,-0.13
"PGA National - Palm Beach Gardens, FL",David Lingmerth,APP,0.01
"PGA National - Palm Beach Gardens, FL",Daniel Summerhays,APP,1.01
"PGA National - Palm Beach Gardens, FL",Fabian Gomez,APP,-0.66
"PGA National - Palm Beach Gardens, FL",George McNeill,APP,2.24
"PGA National - Palm Beach Gardens, FL",Ian Poulter,APP,1.59
"PGA National - Palm Beach Gardens, FL",Jonas Blixt,APP,-0.72
"PGA National - Palm Beach Gardens, FL",Jason Dufner,APP,-0.21
"PGA National - Palm Beach Gardens, FL",Jim Herman,APP,1.68
"PGA National - Palm Beach Gardens, FL",John Huh,APP,0.21
"PGA National - Palm Beach Gardens, FL",Jamie Lovemark,APP,-1.1
"PGA National - Palm Beach Gardens, FL",Joost Luiten,APP,1.09
"PGA National - Palm Beach Gardens, FL",Kevin Kisner,APP,0.13
"PGA National - Palm Beach Gardens, FL",Luke Donald,APP,1.38
"PGA National - Palm Beach Gardens, FL",Lee Westwood,APP,0.74
"PGA National - Palm Beach Gardens, FL",Matt Every,APP,0.02
"PGA National - Palm Beach Gardens, FL",Martin Flores,APP,-0.76
"PGA National - Palm Beach Gardens, FL",Martin Kaymer,APP,0.11
"PGA National - Palm Beach Gardens, FL",Marc Leishman,APP,-0.35
"PGA National - Palm Beach Gardens, FL",Michael Thompson,APP,0.52
"PGA National - Palm Beach Gardens, FL",Nick Watney,APP,0.99
"PGA National - Palm Beach Gardens, FL",Paul Casey,APP,2.48
"PGA National - Palm Beach Gardens, FL",Padraig Harrington,APP,2.38
"PGA National - Palm Beach Gardens, FL",Phil Mickelson,APP,0.86
"PGA National - Palm Beach Gardens, FL",Patrick Reed,APP,0.43
"PGA National - Palm Beach Gardens, FL",Patrick Rodgers,APP,0.49
"PGA National - Palm Beach Gardens, FL",Robert Allenby,APP,1.51
"PGA National - Palm Beach Gardens, FL",Ricky Barnes,APP,-0.06
"PGA National - Palm Beach Gardens, FL",Rickie Fowler,APP,-0.38
"PGA National - Palm Beach Gardens, FL",Robert Garrigus,APP,-0.1
"PGA National - Palm Beach Gardens, FL",Russell Henley,APP,-0.25
"PGA National - Palm Beach Gardens, FL",Ryo Ishikawa,APP,1.54
"PGA National - Palm Beach Gardens, FL",Russell Knox,APP,0.86
"PGA National - Palm Beach Gardens, FL",Ryan Palmer,APP,0.6
"PGA National - Palm Beach Gardens, FL",Rory Sabbatini,APP,0.92
"PGA National - Palm Beach Gardens, FL",Robert Streb,APP,0.44
"PGA National - Palm Beach Gardens, FL",Stewart Cink,APP,0.03
"PGA National - Palm Beach Gardens, FL",Sergio Garcia,APP,1.19
"PGA National - Palm Beach Gardens, FL",Scott Langley,APP,0.55
"PGA National - Palm Beach Gardens, FL",Sean O'Hair,APP,0.52
"PGA National - Palm Beach Gardens, FL",Scott Piercy,APP,1.15
"PGA National - Palm Beach Gardens, FL",Scott Stallings,APP,0.55
"PGA National - Palm Beach Gardens, FL",Tim Wilkinson,APP,-0.16
"PGA National - Palm Beach Gardens, FL",William McGirt,APP,0.82
"PGA National - Palm Beach Gardens, FL",Y.E. Yang,APP,1.44
"PGA National - Palm Beach Gardens, FL",Zac Blair,APP,0.48
"Riviera Country Club - Pacific Palisades, CA",Alex Cejka,APP,-0.51
"Riviera Country Club - Pacific Palisades, CA",Adam Hadwin,APP,-0.81
"Riviera Country Club - Pacific Palisades, CA",Brandt Snedeker,APP,0.81
"Riviera Country Club - Pacific Palisades, CA",Brendan Steele,APP,0.13
"Riviera Country Club - Pacific Palisades, CA",Brendon Todd,APP,0.35
"Riviera Country Club - Pacific Palisades, CA",Bubba Watson,APP,2.16
"Riviera Country Club - Pacific Palisades, CA",Chad Campbell,APP,-0.44
"Riviera Country Club - Pacific Palisades, CA",Charley Hoffman,APP,-1.49
"Riviera Country Club - Pacific Palisades, CA",Charles Howell III,APP,-1.82
"Riviera Country Club - Pacific Palisades, CA",Carlos Ortiz,APP,0.6
"Riviera Country Club - Pacific Palisades, CA",Carl Pettersson,APP,-0.95
"Riviera Country Club - Pacific Palisades, CA",Charl Schwartzel,APP,-0.13
"Riviera Country Club - Pacific Palisades, CA",Chris Stroud,APP,0.26
"Riviera Country Club - Pacific Palisades, CA",Cameron Tringale,APP,-0.19
"Riviera Country Club - Pacific Palisades, CA",Camilo Villegas,APP,0.76
"Riviera Country Club - Pacific Palisades, CA",Dustin Johnson,APP,0.45
"Riviera Country Club - Pacific Palisades, CA",Danny Lee,APP,0.96
"Riviera Country Club - Pacific Palisades, CA",Daniel Summerhays,APP,0.7
"Riviera Country Club - Pacific Palisades, CA",Graham DeLaet,APP,-1.9
"Riviera Country Club - Pacific Palisades, CA",George McNeill,APP,0.27
"Riviera Country Club - Pacific Palisades, CA",Harris English,APP,0.28
"Riviera Country Club - Pacific Palisades, CA",Hunter Mahan,APP,-2.05
"Riviera Country Club - Pacific Palisades, CA",Hideki Matsuyama,APP,0.6
"Riviera Country Club - Pacific Palisades, CA",Jim Furyk,APP,0.11
"Riviera Country Club - Pacific Palisades, CA",James Hahn,APP,0.45
"Riviera Country Club - Pacific Palisades, CA",J.B. Holmes,APP,-0.82
"Riviera Country Club - Pacific Palisades, CA",Jason Kokrak,APP,0.63
"Riviera Country Club - Pacific Palisades, CA",Jordan Spieth,APP,-2.53
"Riviera Country Club - Pacific Palisades, CA",Justin Thomas,APP,0.62
"Riviera Country Club - Pacific Palisades, CA",Jimmy Walker,APP,-0.42
"Riviera Country Club - Pacific Palisades, CA",Keegan Bradley,APP,-1.14
"Riviera Country Club - Pacific Palisades, CA",Ken Duke,APP,-0.27
"Riviera Country Club - Pacific Palisades, CA",Kevin Na,APP,0.9
"Riviera Country Club - Pacific Palisades, CA",Kyle Reifers,APP,-0.98
"Riviera Country Club - Pacific Palisades, CA",Matt Every,APP,-0.69
"Riviera Country Club - Pacific Palisades, CA",Morgan Hoffmann,APP,0.47
"Riviera Country Club - Pacific Palisades, CA",Matt Jones,APP,-0.97
"Riviera Country Club - Pacific Palisades, CA",Nick Watney,APP,0.63
"Riviera Country Club - Pacific Palisades, CA",Paul Casey,APP,1.35
"Riviera Country Club - Pacific Palisades, CA",Padraig Harrington,APP,-1.26
"Riviera Country Club - Pacific Palisades, CA",Pat Perez,APP,0.4
"Riviera Country Club - Pacific Palisades, CA",Russell Henley,APP,-1.11
"Riviera Country Club - Pacific Palisades, CA",Ryan Moore,APP,-2.48
"Riviera Country Club - Pacific Palisades, CA",Sang-Moon Bae,APP,1.1
"Riviera Country Club - Pacific Palisades, CA",Shawn Stefani,APP,0.86
"Riviera Country Club - Pacific Palisades, CA",Tony Finau,APP,-0.37
"Riviera Country Club - Pacific Palisades, CA",Vijay Singh,APP,-0.34
"Riviera Country Club - Pacific Palisades, CA",William McGirt,APP,-1.98
"Pebble Beach Resort - Pebble Beach, CA",Aaron Baddeley,APP,-2.26
"Pebble Beach Resort - Pebble Beach, CA",Alex Cejka,APP,-0.15
"Pebble Beach Resort - Pebble Beach, CA",Andres Gonzales,APP,1.89
"Pebble Beach Resort - Pebble Beach, CA",Andrew Loupe,APP,-0.71
"Pebble Beach Resort - Pebble Beach, CA",Alex Prugh,APP,1.08
"Pebble Beach Resort - Pebble Beach, CA",Brandon Hagy,APP,-1.91
"Pebble Beach Resort - Pebble Beach, CA",Billy Horschel,APP,-0.03
"Pebble Beach Resort - Pebble Beach, CA",Brandt Snedeker,APP,0.02
"Pebble Beach Resort - Pebble Beach, CA",Brian Stuard,APP,0.23
"Pebble Beach Resort - Pebble Beach, CA",Brendon Todd,APP,2.78
"Pebble Beach Resort - Pebble Beach, CA",Charlie Beljan,APP,2.83
"Pebble Beach Resort - Pebble Beach, CA",Chad Collins,APP,0.02
"Pebble Beach Resort - Pebble Beach, CA",Chesson Hadley,APP,-0.15
"Pebble Beach Resort - Pebble Beach, CA",Colt Knost,APP,1.74
"Pebble Beach Resort - Pebble Beach, CA",Cameron Percy,APP,0.05
"Pebble Beach Resort - Pebble Beach, CA",Chris Stroud,APP,0.09
"Pebble Beach Resort - Pebble Beach, CA",Daniel Berger,APP,0.41
"Pebble Beach Resort - Pebble Beach, CA",Derek Fathauer,APP,0.1
"Pebble Beach Resort - Pebble Beach, CA",David Hearn,APP,0.09
"Pebble Beach Resort - Pebble Beach, CA",Dustin Johnson,APP,1.16
"Pebble Beach Resort - Pebble Beach, CA",David Lingmerth,APP,0.58
"Pebble Beach Resort - Pebble Beach, CA",Daniel Summerhays,APP,0.41
"Pebble Beach Resort - Pebble Beach, CA",Fabian Gomez,APP,-0.45
"Pebble Beach Resort - Pebble Beach, CA",Greg Chalmers,APP,-0.7
"Pebble Beach Resort - Pebble Beach, CA",Glen Day,APP,-0.33
"Pebble Beach Resort - Pebble Beach, CA",Graham DeLaet,APP,1.67
"Pebble Beach Resort - Pebble Beach, CA",Hunter Mahan,APP,-1.22
"Pebble Beach Resort - Pebble Beach, CA",Hudson Swafford,APP,-0.56
"Pebble Beach Resort - Pebble Beach, CA",Jason Day,APP,0.36
"Pebble Beach Resort - Pebble Beach, CA",Jim Furyk,APP,2.63
"Pebble Beach Resort - Pebble Beach, CA",James Hahn,APP,-0.23
"Pebble Beach Resort - Pebble Beach, CA",J.J. Henry,APP,1.27
"Pebble Beach Resort - Pebble Beach, CA",J.B. Holmes,APP,4.18
"Pebble Beach Resort - Pebble Beach, CA",Jordan Spieth,APP,1.31
"Pebble Beach Resort - Pebble Beach, CA",Jimmy Walker,APP,2.01
"Pebble Beach Resort - Pebble Beach, CA",Kevin Chappell,APP,-1.65
"Pebble Beach Resort - Pebble Beach, CA",Ken Duke,APP,0.45
"Pebble Beach Resort - Pebble Beach, CA",Kyle Reifers,APP,0.55
"Pebble Beach Resort - Pebble Beach, CA",Max Homa,APP,0.52
"Pebble Beach Resort - Pebble Beach, CA",Matt Jones,APP,-0.67
"Pebble Beach Resort - Pebble Beach, CA",Nick Watney,APP,-0.84
"Pebble Beach Resort - Pebble Beach, CA",Pat Perez,APP,0.07
"Pebble Beach Resort - Pebble Beach, CA",Patrick Reed,APP,-0.11
"Pebble Beach Resort - Pebble Beach, CA",Ryan Armour,APP,0.08
"Pebble Beach Resort - Pebble Beach, CA",Scott Brown,APP,-1.36
"Pebble Beach Resort - Pebble Beach, CA",Shane Lowry,APP,0.36
"Pebble Beach Resort - Pebble Beach, CA",Sean O'Hair,APP,-0.34
"Pebble Beach Resort - Pebble Beach, CA",Vijay Singh,APP,0.78
"Pebble Beach Resort - Pebble Beach, CA",Vaughn Taylor,APP,1.6
"Pebble Beach Resort - Pebble Beach, CA",Whee Kim,APP,1.55
"Pebble Beach Resort - Pebble Beach, CA",William McGirt,APP,0.76
"Torrey Pines North - La Jolla, CA",Andres Gonzales,APP,0.39
"Torrey Pines North - La Jolla, CA",Adam Hadwin,APP,-1.23
"Torrey Pines North - La Jolla, CA",Alex Prugh,APP,0.46
"Torrey Pines North - La Jolla, CA",Andres Romero,APP,-0.68
"Torrey Pines North - La Jolla, CA",Brendon De Jonge,APP,1.01
"Torrey Pines North - La Jolla, CA",Bill Haas,APP,1.22
"Torrey Pines North - La Jolla, CA",Brian Harman,APP,0.11
"Torrey Pines North - La Jolla, CA",Brooks Koepka,APP,0.6
"Torrey Pines North - La Jolla, CA",Brandt Snedeker,APP,1.64
"Torrey Pines North - La Jolla, CA",Brendan Steele,APP,0.15
"Torrey Pines North - La Jolla, CA",Brian Stuard,APP,0.36
"Torrey Pines North - La Jolla, CA",Chad Campbell,APP,0.74
"Torrey Pines North - La Jolla, CA",Chad Collins,APP,0.46
"Torrey Pines North - La Jolla, CA",Charles Howell III,APP,1.54
"Torrey Pines North - La Jolla, CA",Chris Kirk,APP,-1.4
"Torrey Pines North - La Jolla, CA",Colt Knost,APP,0.09
"Torrey Pines North - La Jolla, CA",Carlos Ortiz,APP,-0.54
"Torrey Pines North - La Jolla, CA",Cameron Percy,APP,-0.55
"Torrey Pines North - La Jolla, CA",Carl Pettersson,APP,-1.26
"Torrey Pines North - La Jolla, CA",Cameron Tringale,APP,-1.42
"Torrey Pines North - La Jolla, CA",Camilo Villegas,APP,0.97
"Torrey Pines North - La Jolla, CA",Daniel Berger,APP,1.89
"Torrey Pines North - La Jolla, CA",Danny Lee,APP,0.29
"Torrey Pines North - La Jolla, CA",Freddie Jacobson,APP,-0.88
"Torrey Pines North - La Jolla, CA",Gary Woodland,APP,1.08
"Torrey Pines North - La Jolla, CA",Harris English,APP,0.19
"Torrey Pines North - La Jolla, CA",Ian Poulter,APP,-0.48
"Torrey Pines North - La Jolla, CA",Jonas Blixt,APP,-1.03
"Torrey Pines North - La Jolla, CA",Jason Day,APP,0.89
"Torrey Pines North - La Jolla, CA",James Hahn,APP,-0.09
"Torrey Pines North - La Jolla, CA",J.J. Henry,APP,1.52
"Torrey Pines North - La Jolla, CA",Jim Herman,APP,1.24
"Torrey Pines North - La Jolla, CA",J.B. Holmes,APP,1.66
"Torrey Pines North - La Jolla, CA",John Huh,APP,0.22
"Torrey Pines North - La Jolla, CA",John Senden,APP,0.57
"Torrey Pines North - La Jolla, CA",Jhonattan Vegas,APP,0.42
"Torrey Pines North - La Jolla, CA",Jimmy Walker,APP,0.3
"Torrey Pines North - La Jolla, CA",Keegan Bradley,APP,-0.53
"Torrey Pines North - La Jolla, CA",K.J. Choi,APP,-0.22
"Torrey Pines North - La Jolla, CA",Kyle Stanley,APP,-0.44
"Torrey Pines North - La Jolla, CA",Lucas Glover,APP,0.16
"Torrey Pines North - La Jolla, CA",Matt Every,APP,-0.48
"Torrey Pines North - La Jolla, CA",Martin Flores,APP,-0.81
"Torrey Pines North - La Jolla, CA",Mark Hubbard,APP,-0.07
"Torrey Pines North - La Jolla, CA",Martin Laird,APP,3.14
"Torrey Pines North - La Jolla, CA",Marc Leishman,APP,0.86
"Torrey Pines North - La Jolla, CA",Michael Thompson,APP,1.12
"Torrey Pines North - La Jolla, CA",Nick Watney,APP,1.16
"Torrey Pines North - La Jolla, CA",Pat Perez,APP,-1.17
"Torrey Pines North - La Jolla, CA",Rickie Fowler,APP,-1.0
"Torrey Pines North - La Jolla, CA",Robert Garrigus,APP,0.36
"Torrey Pines North - La Jolla, CA",Retief Goosen,APP,-0.66
"Torrey Pines North - La Jolla, CA",Roger Sloan,APP,-0.73
"Torrey Pines North - La Jolla, CA",Sang-Moon Bae,APP,0.43
"Torrey Pines North - La Jolla, CA",Shane Lowry,APP,0.92
"Torrey Pines North - La Jolla, CA",Sean O'Hair,APP,0.1
"Torrey Pines North - La Jolla, CA",Scott Piercy,APP,-0.62
"Torrey Pines North - La Jolla, CA",Scott Stallings,APP,0.61
"Torrey Pines North - La Jolla, CA",Tony Finau,APP,0.13
"Torrey Pines North - La Jolla, CA",Whee Kim,APP,-0.57
"Torrey Pines North - La Jolla, CA",Zac Blair,APP,0.84
"Torrey Pines North - La Jolla, CA",Zack Sucher,APP,-1.95
"TPC Scottsdale - Scottsdale, AZ",Aaron Baddeley,APP,0.32
"TPC Scottsdale - Scottsdale, AZ",Brian Davis,APP,-1.54
"TPC Scottsdale - Scottsdale, AZ",Brendon De Jonge,APP,0.76
"TPC Scottsdale - Scottsdale, AZ",Bill Haas,APP,-0.68
"TPC Scottsdale - Scottsdale, AZ",Brian Harman,APP,-2.0
"TPC Scottsdale - Scottsdale, AZ",Billy Horschel,APP,0.87
"TPC Scottsdale - Scottsdale, AZ",Brooks Koepka,APP,0.9
"TPC Scottsdale - Scottsdale, AZ",Ben Martin,APP,0.36
"TPC Scottsdale - Scottsdale, AZ",Brandt Snedeker,APP,-0.63
"TPC Scottsdale - Scottsdale, AZ",Brendan Steele,APP,0.98
"TPC Scottsdale - Scottsdale, AZ",Brian Stuard,APP,0.59
"TPC Scottsdale - Scottsdale, AZ",Bubba Watson,APP,1.02
"TPC Scottsdale - Scottsdale, AZ",Boo Weekley,APP,-0.08
"TPC Scottsdale - Scottsdale, AZ",Charlie Beljan,APP,0.27
"TPC Scottsdale - Scottsdale, AZ",Chad Campbell,APP,-0.77
"TPC Scottsdale - Scottsdale, AZ",Charley Hoffman,APP,1.02
"TPC Scottsdale - Scottsdale, AZ",Charles Howell III,APP,-0.4
"TPC Scottsdale - Scottsdale, AZ",Carlos Ortiz,APP,-0.74
"TPC Scottsdale - Scottsdale, AZ",Daniel Berger,APP,1.27
"TPC Scottsdale - Scottsdale, AZ",Freddie Jacobson,APP,0.6
"TPC Scottsdale - Scottsdale, AZ",Francesco Molinari,APP,0.88
"TPC Scottsdale - Scottsdale, AZ",Graham DeLaet,APP,1.27
"TPC Scottsdale - Scottsdale, AZ",George McNeill,APP,0.51
"TPC Scottsdale - Scottsdale, AZ",Geoff Ogilvy,APP,0.37
"TPC Scottsdale - Scottsdale, AZ",Harris English,APP,1.46
"TPC Scottsdale - Scottsdale, AZ",Hunter Mahan,APP,-1.43
"TPC Scottsdale - Scottsdale, AZ",Hideki Matsuyama,APP,1.62
"TPC Scottsdale - Scottsdale, AZ",Jason Bohn,APP,-0.84
"TPC Scottsdale - Scottsdale, AZ",James Hahn,APP,-0.18
"TPC Scottsdale - Scottsdale, AZ",J.B. Holmes,APP,0.37
"TPC Scottsdale - Scottsdale, AZ",Jason Kokrak,APP,1.04
"TPC Scottsdale - Scottsdale, AZ",Jon Rahm,APP,0.53
"TPC Scottsdale - Scottsdale, AZ",Jordan Spieth,APP,1.55
"TPC Scottsdale - Scottsdale, AZ",Justin Thomas,APP,1.14
"TPC Scottsdale - Scottsdale, AZ",Jhonattan Vegas,APP,0.91
"TPC Scottsdale - Scottsdale, AZ",Keegan Bradley,APP,0.2
"TPC Scottsdale - Scottsdale, AZ",Kevin Chappell,APP,0.39
"TPC Scottsdale - Scottsdale, AZ",K.J. Choi,APP,-0.15
"TPC Scottsdale - Scottsdale, AZ",Kevin Na,APP,0.98
"TPC Scottsdale - Scottsdale, AZ",Kevin Streelman,APP,1.19
"TPC Scottsdale - Scottsdale, AZ",Lucas Glover,APP,0.17
"TPC Scottsdale - Scottsdale, AZ",Martin Flores,APP,0.07
"TPC Scottsdale - Scottsdale, AZ",Morgan Hoffmann,APP,-0.26
"TPC Scottsdale - Scottsdale, AZ",Matt Jones,APP,-0.78
"TPC Scottsdale - Scottsdale, AZ",Matt Kuchar,APP,-0.3
"TPC Scottsdale - Scottsdale, AZ",Martin Laird,APP,1.65
"TPC Scottsdale - Scottsdale, AZ",Michael Thompson,APP,-1.24
"TPC Scottsdale - Scottsdale, AZ",Mark Wilson,APP,-0.33
"TPC Scottsdale - Scottsdale, AZ",Nick Taylor,APP,-0.39
"TPC Scottsdale - Scottsdale, AZ",Pat Perez,APP,-0.08
"TPC Scottsdale - Scottsdale, AZ",Patrick Reed,APP,0.26
"TPC Scottsdale - Scottsdale, AZ",Ricky Barnes,APP,-0.17
"TPC Scottsdale - Scottsdale, AZ",Rickie Fowler,APP,0.38
"TPC Scottsdale - Scottsdale, AZ",Retief Goosen,APP,-0.68
"TPC Scottsdale - Scottsdale, AZ",Russell Henley,APP,-1.08
"TPC Scottsdale - Scottsdale, AZ",Russell Knox,APP,0.1
"TPC Scottsdale - Scottsdale, AZ",Ryan Moore,APP,0.24
"TPC Scottsdale - Scottsdale, AZ",Ryan Palmer,APP,1.14
"TPC Scottsdale - Scottsdale, AZ",Rory Sabbatini,APP,-0.31
"TPC Scottsdale - Scottsdale, AZ",Robert Streb,APP,-0.21
"TPC Scottsdale - Scottsdale, AZ",Stewart Cink,APP,1.18
"TPC Scottsdale - Scottsdale, AZ",Seung-Yul Noh,APP,0.38
"TPC Scottsdale - Scottsdale, AZ",Shawn Stefani,APP,0.64
"TPC Scottsdale - Scottsdale, AZ",Tony Finau,APP,1.15
"TPC Scottsdale - Scottsdale, AZ",Troy Merritt,APP,-1.25
"TPC Scottsdale - Scottsdale, AZ",William McGirt,APP,0.15
"TPC Scottsdale - Scottsdale, AZ",Zach Johnson,APP,1.82
"Waialae CC - Honolulu, HI",Blayne Barber,APP,-0.21
"Waialae CC - Honolulu, HI",Brian Davis,APP,-0.89
"Waialae CC - Honolulu, HI",Brian Harman,APP,-0.3
"Waialae CC - Honolulu, HI",Ben Martin,APP,0.99
"Waialae CC - Honolulu, HI",Brendon Todd,APP,1.7
"Waialae CC - Honolulu, HI",Boo Weekley,APP,1.56
"Waialae CC - Honolulu, HI",Chad Collins,APP,-0.07
"Waialae CC - Honolulu, HI",Charles Howell III,APP,0.71
"Waialae CC - Honolulu, HI",Chris Kirk,APP,1.49
"Waialae CC - Honolulu, HI",Colt Knost,APP,0.73
"Waialae CC - Honolulu, HI",Chez Reavie,APP,0.48
"Waialae CC - Honolulu, HI",Camilo Villegas,APP,0.01
"Waialae CC - Honolulu, HI",Daniel Berger,APP,1.64
"Waialae CC - Honolulu, HI",Derek Fathauer,APP,-1.16
"Waialae CC - Honolulu, HI",David Hearn,APP,-0.09
"Waialae CC - Honolulu, HI",Daniel Summerhays,APP,0.7
"Waialae CC - Honolulu, HI",Fabian Gomez,APP,0.55
"Waialae CC - Honolulu, HI",Francesco Molinari,APP,0.77
"Waialae CC - Honolulu, HI",George McNeill,APP,0.49
"Waialae CC - Honolulu, HI",Gary Woodland,APP,0.97
"Waialae CC - Honolulu, HI",Harris English,APP,0.79
"Waialae CC - Honolulu, HI",Hideki Matsuyama,APP,-0.41
"Waialae CC - Honolulu, HI",Jason Day,APP,-0.43
"Waialae CC - Honolulu, HI",James Hahn,APP,0.54
"Waialae CC - Honolulu, HI",J.J. Henry,APP,-0.12
"Waialae CC - Honolulu, HI",Jim Herman,APP,0.27
"Waialae CC - Honolulu, HI",John Huh,APP,0.41
"Waialae CC - Honolulu, HI",Jerry Kelly,APP,0.74
"Waialae CC - Honolulu, HI",Jason Kokrak,APP,-0.65
"Waialae CC - Honolulu, HI",Jonathan Randolph,APP,0.81
"Waialae CC - Honolulu, HI",John Senden,APP,-0.41
"Waialae CC - Honolulu, HI",Justin Thomas,APP,0.32
"Waialae CC - Honolulu, HI",Jhonattan Vegas,APP,0.41
"Waialae CC - Honolulu, HI",Jimmy Walker,APP,1.23
"Waialae CC - Honolulu, HI",K.J. Choi,APP,1.83
"Waialae CC - Honolulu, HI",Kevin Kisner,APP,-0.7
"Waialae CC - Honolulu, HI",Kevin Na,APP,-0.2
"Waialae CC - Honolulu, HI",Kevin Streelman,APP,0.42
"Waialae CC - Honolulu, HI",Luke Donald,APP,0.88
"Waialae CC - Honolulu, HI",Lucas Glover,APP,0.13
"Waialae CC - Honolulu, HI",Martin Flores,APP,-0.79
"Waialae CC - Honolulu, HI",Morgan Hoffmann,APP,-0.18
"Waialae CC - Honolulu, HI",Max Homa,APP,0.51
"Waialae CC - Honolulu, HI",Mark Hubbard,APP,-0.34
"Waialae CC - Honolulu, HI",Matt Jones,APP,-1.05
"Waialae CC - Honolulu, HI",Matt Kuchar,APP,0.47
"Waialae CC - Honolulu, HI",Marc Leishman,APP,0.1
"Waialae CC - Honolulu, HI",Mark Wilson,APP,-0.83
"Waialae CC - Honolulu, HI",Nick Taylor,APP,-0.01
"Waialae CC - Honolulu, HI",Paul Casey,APP,0.82
"Waialae CC - Honolulu, HI",Pat Perez,APP,0.67
"Waialae CC - Honolulu, HI",Russell Henley,APP,0.79
"Waialae CC - Honolulu, HI",Russell Knox,APP,0.85
"Waialae CC - Honolulu, HI",Ryan Palmer,APP,0.13
"Waialae CC - Honolulu, HI",Rory Sabbatini,APP,0.44
"Waialae CC - Honolulu, HI",Roger Sloan,APP,0.36
"Waialae CC - Honolulu, HI",Robert Streb,APP,-0.36
"Waialae CC - Honolulu, HI",Stuart Appleby,APP,0.14
"Waialae CC - Honolulu, HI",Sang-Moon Bae,APP,-0.28
"Waialae CC - Honolulu, HI",Steven Bowditch,APP,0.89
"Waialae CC - Honolulu, HI",Stewart Cink,APP,0.48
"Waialae CC - Honolulu, HI",Scott Langley,APP,0.35
"Waialae CC - Honolulu, HI",Scott Piercy,APP,1.12
"Waialae CC - Honolulu, HI",Shawn Stefani,APP,0.38
"Waialae CC - Honolulu, HI",Tom Hoge,APP,-0.25
"Waialae CC - Honolulu, HI",Troy Merritt,APP,-0.95
"Waialae CC - Honolulu, HI",William McGirt,APP,0.16
"Waialae CC - Honolulu, HI",Webb Simpson,APP,0.41
"Waialae CC - Honolulu, HI",Zac Blair,APP,0.67
"Waialae CC - Honolulu, HI",Zach Johnson,APP,-0.49
"Country Club of Jackson - Jackson, MS",Andres Gonzales,APP,0.18
"Country Club of Jackson - Jackson, MS",Adam Hadwin,APP,-1.81
"Country Club of Jackson - Jackson, MS",Andrew Loupe,APP,-0.99
"Country Club of Jackson - Jackson, MS",Alex Prugh,APP,0.13
"Country Club of Jackson - Jackson, MS",Andrew Putnam,APP,-0.77
"Country Club of Jackson - Jackson, MS",Blayne Barber,APP,-0.14
"Country Club of Jackson - Jackson, MS",Ben Martin,APP,1.25
"Country Club of Jackson - Jackson, MS",Brendan Steele,APP,-0.29
"Country Club of Jackson - Jackson, MS",Bo Van Pelt,APP,0.68
"Country Club of Jackson - Jackson, MS",Boo Weekley,APP,0.41
"Country Club of Jackson - Jackson, MS",Chad Collins,APP,0.03
"Country Club of Jackson - Jackson, MS",Charley Hoffman,APP,0.62
"Country Club of Jackson - Jackson, MS",Charles Howell III,APP,-0.1
"Country Club of Jackson - Jackson, MS",Carl Pettersson,APP,1.02
"Country Club of Jackson - Jackson, MS",Daniel Berger,APP,0.55
"Country Club of Jackson - Jackson, MS",Derek Fathauer,APP,-0.88
"Country Club of Jackson - Jackson, MS",David Hearn,APP,1.06
"Country Club of Jackson - Jackson, MS",Danny Lee,APP,0.75
"Country Club of Jackson - Jackson, MS",Daniel Summerhays,APP,1.31
"Country Club of Jackson - Jackson, MS",Fabian Gomez,APP,1.77
"Country Club of Jackson - Jackson, MS",Greg Chalmers,APP,-1.33
"Country Club of Jackson - Jackson, MS",Jason Bohn,APP,2.55
"Country Club of Jackson - Jackson, MS",Jonathan Byrd,APP,-1.27
"Country Club of Jackson - Jackson, MS",John Daly,APP,-0.36
"Country Club of Jackson - Jackson, MS",J.J. Henry,APP,-1.04
"Country Club of Jackson - Jackson, MS",Jim Herman,APP,1.25
"Country Club of Jackson - Jackson, MS",John Huh,APP,-0.52
"Country Club of Jackson - Jackson, MS",Jerry Kelly,APP,0.47
"Country Club of Jackson - Jackson, MS",Jason Kokrak,APP,-0.52
"Country Club of Jackson - Jackson, MS",Jonathan Randolph,APP,-0.65
"Country Club of Jackson - Jackson, MS",Josh Teater,APP,-0.14
"Country Club of Jackson - Jackson, MS",Justin Thomas,APP,0.92
"Country Club of Jackson - Jackson, MS",Kyle Reifers,APP,0.21
"Country Club of Jackson - Jackson, MS",Lucas Glover,APP,1.2
"Country Club of Jackson - Jackson, MS",Max Homa,APP,0.24
"Country Club of Jackson - Jackson, MS",Mark Hubbard,APP,-0.2
"Country Club of Jackson - Jackson, MS",Michael Thompson,APP,-0.92
"Country Club of Jackson - Jackson, MS",Mark Wilson,APP,0.89
"Country Club of Jackson - Jackson, MS",Nick Taylor,APP,0.83
"Country Club of Jackson - Jackson, MS",Padraig Harrington,APP,-0.17
"Country Club of Jackson - Jackson, MS",Peter Uihlein,APP,0.15
